Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2736,"Offals, Edible",2015,2015,g/pc/d,0.56,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2740,"Butter, Ghee",2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2740,"Butter, Ghee",2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2743,Cream,2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2743,Cream,2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2737,"Fats, Animals, Raw",2010,2010,g/pc/d,0.02,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2737,"Fats, Animals, Raw",2015,2015,g/pc/d,0.01,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2781,"Fish, Body Oil",2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2781,"Fish, Body Oil",2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2782,"Fish, Liver Oil",2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2782,"Fish, Liver Oil",2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2744,Eggs,2010,2010,g/pc/d,0.1,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2744,Eggs,2015,2015,g/pc/d,0.12,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2848,Milk - Excluding Butter,2010,2010,g/pc/d,4.45,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2848,Milk - Excluding Butter,2015,2015,g/pc/d,3.14,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2761,Freshwater Fish,2010,2010,g/pc/d,0.06,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2761,Freshwater Fish,2015,2015,g/pc/d,0.13,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2762,Demersal Fish,2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2762,Demersal Fish,2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2763,Pelagic Fish,2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2763,Pelagic Fish,2015,2015,g/pc/d,0.01,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2764,"Marine Fish, Other",2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2764,"Marine Fish, Other",2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2765,Crustaceans,2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2765,Crustaceans,2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2766,Cephalopods,2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2766,Cephalopods,2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2767,"Molluscs, Other",2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2767,"Molluscs, Other",2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2769,"Aquatic Animals, Others",2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),231,Ethiopia,674,Protein supply quantity (g/capita/day),F2769,"Aquatic Animals, Others",2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2731,Bovine Meat,2010,2010,g/pc/d,1.39,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2731,Bovine Meat,2015,2015,g/pc/d,1.75,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2732,Mutton & Goat Meat,2010,2010,g/pc/d,1.72,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2732,Mutton & Goat Meat,2015,2015,g/pc/d,1.97,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2733,Pigmeat,2010,2010,g/pc/d,1.41,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2733,Pigmeat,2015,2015,g/pc/d,1.49,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2734,Poultry Meat,2010,2010,g/pc/d,6.06,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2734,Poultry Meat,2015,2015,g/pc/d,9.23,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2735,"Meat, Other",2010,2010,g/pc/d,0.05,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2735,"Meat, Other",2015,2015,g/pc/d,0.07,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2736,"Offals, Edible",2010,2010,g/pc/d,1.26,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2736,"Offals, Edible",2015,2015,g/pc/d,0.94,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2740,"Butter, Ghee",2010,2010,g/pc/d,0.16,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2740,"Butter, Ghee",2015,2015,g/pc/d,0.08,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2743,Cream,2010,2010,g/pc/d,0.06,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2743,Cream,2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2737,"Fats, Animals, Raw",2010,2010,g/pc/d,0.03,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2737,"Fats, Animals, Raw",2015,2015,g/pc/d,0.03,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2781,"Fish, Body Oil",2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2781,"Fish, Body Oil",2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2782,"Fish, Liver Oil",2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2782,"Fish, Liver Oil",2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2744,Eggs,2010,2010,g/pc/d,1.14,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2744,Eggs,2015,2015,g/pc/d,1.45,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2848,Milk - Excluding Butter,2010,2010,g/pc/d,2.35,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2848,Milk - Excluding Butter,2015,2015,g/pc/d,2.71,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2761,Freshwater Fish,2010,2010,g/pc/d,0.11,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2761,Freshwater Fish,2015,2015,g/pc/d,0.05,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2762,Demersal Fish,2010,2010,g/pc/d,0.71,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2762,Demersal Fish,2015,2015,g/pc/d,0.99,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2763,Pelagic Fish,2010,2010,g/pc/d,8.62,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2763,Pelagic Fish,2015,2015,g/pc/d,5.27,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2764,"Marine Fish, Other",2010,2010,g/pc/d,0.32,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2764,"Marine Fish, Other",2015,2015,g/pc/d,2.85,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2765,Crustaceans,2010,2010,g/pc/d,0.26,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2765,Crustaceans,2015,2015,g/pc/d,0.26,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2766,Cephalopods,2010,2010,g/pc/d,0.02,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2766,Cephalopods,2015,2015,g/pc/d,0.06,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2767,"Molluscs, Other",2010,2010,g/pc/d,0.03,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2767,"Molluscs, Other",2015,2015,g/pc/d,0.19,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2769,"Aquatic Animals, Others",2010,2010,g/pc/d,0.02,E,Estimated value
FBS,Food Balances (2010-),242,Fiji,674,Protein supply quantity (g/capita/day),F2769,"Aquatic Animals, Others",2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2731,Bovine Meat,2010,2010,g/pc/d,7.67,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2731,Bovine Meat,2015,2015,g/pc/d,7.4,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2732,Mutton & Goat Meat,2010,2010,g/pc/d,0.19,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2732,Mutton & Goat Meat,2015,2015,g/pc/d,0.19,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2733,Pigmeat,2010,2010,g/pc/d,9.48,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2733,Pigmeat,2015,2015,g/pc/d,9.35,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2734,Poultry Meat,2010,2010,g/pc/d,7.78,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2734,Poultry Meat,2015,2015,g/pc/d,7.77,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2735,"Meat, Other",2010,2010,g/pc/d,0.66,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2735,"Meat, Other",2015,2015,g/pc/d,0.47,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2736,"Offals, Edible",2010,2010,g/pc/d,0.8,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2736,"Offals, Edible",2015,2015,g/pc/d,0.95,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2740,"Butter, Ghee",2010,2010,g/pc/d,0.11,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2740,"Butter, Ghee",2015,2015,g/pc/d,0.11,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2743,Cream,2010,2010,g/pc/d,0.47,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2743,Cream,2015,2015,g/pc/d,0.47,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2737,"Fats, Animals, Raw",2010,2010,g/pc/d,0.01,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2737,"Fats, Animals, Raw",2015,2015,g/pc/d,0.09,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2781,"Fish, Body Oil",2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2781,"Fish, Body Oil",2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2782,"Fish, Liver Oil",2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2782,"Fish, Liver Oil",2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2744,Eggs,2010,2010,g/pc/d,2.74,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2744,Eggs,2015,2015,g/pc/d,3.18,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2848,Milk - Excluding Butter,2010,2010,g/pc/d,28.84,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2848,Milk - Excluding Butter,2015,2015,g/pc/d,35.51,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2761,Freshwater Fish,2010,2010,g/pc/d,3.48,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2761,Freshwater Fish,2015,2015,g/pc/d,4.47,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2762,Demersal Fish,2010,2010,g/pc/d,0.73,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2762,Demersal Fish,2015,2015,g/pc/d,0.7,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2763,Pelagic Fish,2010,2010,g/pc/d,4.78,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2763,Pelagic Fish,2015,2015,g/pc/d,3.58,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2764,"Marine Fish, Other",2010,2010,g/pc/d,0.57,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2764,"Marine Fish, Other",2015,2015,g/pc/d,0.48,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2765,Crustaceans,2010,2010,g/pc/d,0.41,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2765,Crustaceans,2015,2015,g/pc/d,0.29,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2766,Cephalopods,2010,2010,g/pc/d,0.01,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2766,Cephalopods,2015,2015,g/pc/d,0.01,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2767,"Molluscs, Other",2010,2010,g/pc/d,0.02,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2767,"Molluscs, Other",2015,2015,g/pc/d,0.01,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2769,"Aquatic Animals, Others",2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),246,Finland,674,Protein supply quantity (g/capita/day),F2769,"Aquatic Animals, Others",2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2731,Bovine Meat,2010,2010,g/pc/d,10.22,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2731,Bovine Meat,2015,2015,g/pc/d,8.42,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2732,Mutton & Goat Meat,2010,2010,g/pc/d,1.15,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2732,Mutton & Goat Meat,2015,2015,g/pc/d,1.12,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2733,Pigmeat,2010,2010,g/pc/d,9.02,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2733,Pigmeat,2015,2015,g/pc/d,8.3,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2734,Poultry Meat,2010,2010,g/pc/d,8.76,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2734,Poultry Meat,2015,2015,g/pc/d,8.88,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2735,"Meat, Other",2010,2010,g/pc/d,1.82,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2735,"Meat, Other",2015,2015,g/pc/d,0.72,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2736,"Offals, Edible",2010,2010,g/pc/d,3.36,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2736,"Offals, Edible",2015,2015,g/pc/d,3.04,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2740,"Butter, Ghee",2010,2010,g/pc/d,0.19,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2740,"Butter, Ghee",2015,2015,g/pc/d,0.16,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2743,Cream,2010,2010,g/pc/d,0.38,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2743,Cream,2015,2015,g/pc/d,0.25,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2737,"Fats, Animals, Raw",2010,2010,g/pc/d,0.03,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2737,"Fats, Animals, Raw",2015,2015,g/pc/d,0.02,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2781,"Fish, Body Oil",2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2781,"Fish, Body Oil",2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2782,"Fish, Liver Oil",2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2782,"Fish, Liver Oil",2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2744,Eggs,2010,2010,g/pc/d,4.18,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2744,Eggs,2015,2015,g/pc/d,4.01,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2848,Milk - Excluding Butter,2010,2010,g/pc/d,22.56,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2848,Milk - Excluding Butter,2015,2015,g/pc/d,20.69,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2761,Freshwater Fish,2010,2010,g/pc/d,1.36,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2761,Freshwater Fish,2015,2015,g/pc/d,1.2,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2762,Demersal Fish,2010,2010,g/pc/d,3.11,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2762,Demersal Fish,2015,2015,g/pc/d,3.09,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2763,Pelagic Fish,2010,2010,g/pc/d,2.06,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2763,Pelagic Fish,2015,2015,g/pc/d,2.22,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2764,"Marine Fish, Other",2010,2010,g/pc/d,0.1,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2764,"Marine Fish, Other",2015,2015,g/pc/d,0.07,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2765,Crustaceans,2010,2010,g/pc/d,1.07,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2765,Crustaceans,2015,2015,g/pc/d,0.92,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2766,Cephalopods,2010,2010,g/pc/d,0.17,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2766,Cephalopods,2015,2015,g/pc/d,0.2,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2767,"Molluscs, Other",2010,2010,g/pc/d,0.69,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2767,"Molluscs, Other",2015,2015,g/pc/d,0.51,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2769,"Aquatic Animals, Others",2010,2010,g/pc/d,0.02,E,Estimated value
FBS,Food Balances (2010-),250,France,674,Protein supply quantity (g/capita/day),F2769,"Aquatic Animals, Others",2015,2015,g/pc/d,0.01,E,Estimated value
FBS,Food Balances (2010-),258,French Polynesia,674,Protein supply quantity (g/capita/day),F2731,Bovine Meat,2010,2010,g/pc/d,13.15,E,Estimated value
FBS,Food Balances (2010-),258,French Polynesia,674,Protein supply quantity (g/capita/day),F2731,Bovine Meat,2015,2015,g/pc/d,12.73,E,Estimated value
FBS,Food Balances (2010-),258,French Polynesia,674,Protein supply quantity (g/capita/day),F2732,Mutton & Goat Meat,2010,2010,g/pc/d,1.11,E,Estimated value
FBS,Food Balances (2010-),258,French Polynesia,674,Protein supply quantity (g/capita/day),F2732,Mutton & Goat Meat,2015,2015,g/pc/d,1.09,E,Estimated value
FBS,Food Balances (2010-),258,French Polynesia,674,Protein supply quantity (g/capita/day),F2733,Pigmeat,2010,2010,g/pc/d,4.39,E,Estimated value
FBS,Food Balances (2010-),258,French Polynesia,674,Protein supply quantity (g/capita/day),F2733,Pigmeat,2015,2015,g/pc/d,4.37,E,Estimated value
FBS,Food Balances (2010-),258,French Polynesia,674,Protein supply quantity (g/capita/day),F2734,Poultry Meat,2010,2010,g/pc/d,15.51,E,Estimated value
FBS,Food Balances (2010-),258,French Polynesia,674,Protein supply quantity (g/capita/day),F2734,Poultry Meat,2015,2015,g/pc/d,17.13,E,Estimated value
FBS,Food Balances (2010-),258,French Polynesia,674,Protein supply quantity (g/capita/day),F2735,"Meat, Other",2010,2010,g/pc/d,1.64,E,Estimated value
FBS,Food Balances (2010-),258,French Polynesia,674,Protein supply quantity (g/capita/day),F2735,"Meat, Other",2015,2015,g/pc/d,1.51,E,Estimated value
FBS,Food Balances (2010-),258,French Polynesia,674,Protein supply quantity (g/capita/day),F2736,"Offals, Edible",2010,2010,g/pc/d,2.07,E,Estimated value
FBS,Food Balances (2010-),258,French Polynesia,674,Protein supply quantity (g/capita/day),F2736,"Offals, Edible",2015,2015,g/pc/d,1.75,E,Estimated value
FBS,Food Balances (2010-),258,French Polynesia,674,Protein supply quantity (g/capita/day),F2740,"Butter, Ghee",2010,2010,g/pc/d,0.11,E,Estimated value
FBS,Food Balances (2010-),258,French Polynesia,674,Protein supply quantity (g/capita/day),F2740,"Butter, Ghee",2015,2015,g/pc/d,0.11,E,Estimated value
FBS,Food Balances (2010-),258,French Polynesia,674,Protein supply quantity (g/capita/day),F2743,Cream,2010,2010,g/pc/d,0.31,E,Estimated value
FBS,Food Balances (2010-),258,French Polynesia,674,Protein supply quantity (g/capita/day),F2743,Cream,2015,2015,g/pc/d,0.38,E,Estimated value
FBS,Food Balances (2010-),258,French Polynesia,674,Protein supply quantity (g/capita/day),F2737,"Fats, Animals, Raw",2010,2010,g/pc/d,0.02,E,Estimated value
FBS,Food Balances (2010-),258,French Polynesia,674,Protein supply quantity (g/capita/day),F2737,"Fats, Animals, Raw",2015,2015,g/pc/d,0.02,E,Estimated value
FBS,Food Balances (2010-),258,French Polynesia,674,Protein supply quantity (g/capita/day),F2781,"Fish, Body Oil",2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),258,French Polynesia,674,Protein supply quantity (g/capita/day),F2781,"Fish, Body Oil",2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),258,French Polynesia,674,Protein supply quantity (g/capita/day),F2744,Eggs,2010,2010,g/pc/d,2.85,E,Estimated value
FBS,Food Balances (2010-),258,French Polynesia,674,Protein supply quantity (g/capita/day),F2744,Eggs,2015,2015,g/pc/d,2.85,E,Estimated value
FBS,Food Balances (2010-),258,French Polynesia,674,Protein supply quantity (g/capita/day),F2848,Milk - Excluding Butter,2010,2010,g/pc/d,9.32,E,Estimated value
FBS,Food Balances (2010-),258,French Polynesia,674,Protein supply quantity (g/capita/day),F2848,Milk - Excluding Butter,2015,2015,g/pc/d,9.01,E,Estimated value
FBS,Food Balances (2010-),258,French Polynesia,674,Protein supply quantity (g/capita/day),F2761,Freshwater Fish,2010,2010,g/pc/d,0.32,E,Estimated value
