Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
FBS,Food Balances (2010-),12,Algeria,674,Protein supply quantity (g/capita/day),F2737,"Fats, Animals, Raw",2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),12,Algeria,674,Protein supply quantity (g/capita/day),F2737,"Fats, Animals, Raw",2015,2015,g/pc/d,0.01,E,Estimated value
FBS,Food Balances (2010-),12,Algeria,674,Protein supply quantity (g/capita/day),F2781,"Fish, Body Oil",2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),12,Algeria,674,Protein supply quantity (g/capita/day),F2781,"Fish, Body Oil",2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),12,Algeria,674,Protein supply quantity (g/capita/day),F2782,"Fish, Liver Oil",2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),12,Algeria,674,Protein supply quantity (g/capita/day),F2782,"Fish, Liver Oil",2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),12,Algeria,674,Protein supply quantity (g/capita/day),F2744,Eggs,2010,2010,g/pc/d,1.86,E,Estimated value
FBS,Food Balances (2010-),12,Algeria,674,Protein supply quantity (g/capita/day),F2744,Eggs,2015,2015,g/pc/d,2.5,E,Estimated value
FBS,Food Balances (2010-),12,Algeria,674,Protein supply quantity (g/capita/day),F2848,Milk - Excluding Butter,2010,2010,g/pc/d,13.34,E,Estimated value
FBS,Food Balances (2010-),12,Algeria,674,Protein supply quantity (g/capita/day),F2848,Milk - Excluding Butter,2015,2015,g/pc/d,14.42,E,Estimated value
FBS,Food Balances (2010-),12,Algeria,674,Protein supply quantity (g/capita/day),F2761,Freshwater Fish,2010,2010,g/pc/d,0.01,E,Estimated value
FBS,Food Balances (2010-),12,Algeria,674,Protein supply quantity (g/capita/day),F2761,Freshwater Fish,2015,2015,g/pc/d,0.06,E,Estimated value
FBS,Food Balances (2010-),12,Algeria,674,Protein supply quantity (g/capita/day),F2762,Demersal Fish,2010,2010,g/pc/d,0.08,E,Estimated value
FBS,Food Balances (2010-),12,Algeria,674,Protein supply quantity (g/capita/day),F2762,Demersal Fish,2015,2015,g/pc/d,0.1,E,Estimated value
FBS,Food Balances (2010-),12,Algeria,674,Protein supply quantity (g/capita/day),F2763,Pelagic Fish,2010,2010,g/pc/d,0.97,E,Estimated value
FBS,Food Balances (2010-),12,Algeria,674,Protein supply quantity (g/capita/day),F2763,Pelagic Fish,2015,2015,g/pc/d,1.03,E,Estimated value
FBS,Food Balances (2010-),12,Algeria,674,Protein supply quantity (g/capita/day),F2764,"Marine Fish, Other",2010,2010,g/pc/d,0.11,E,Estimated value
FBS,Food Balances (2010-),12,Algeria,674,Protein supply quantity (g/capita/day),F2764,"Marine Fish, Other",2015,2015,g/pc/d,0.09,E,Estimated value
FBS,Food Balances (2010-),12,Algeria,674,Protein supply quantity (g/capita/day),F2765,Crustaceans,2010,2010,g/pc/d,0.02,E,Estimated value
FBS,Food Balances (2010-),12,Algeria,674,Protein supply quantity (g/capita/day),F2765,Crustaceans,2015,2015,g/pc/d,0.03,E,Estimated value
FBS,Food Balances (2010-),12,Algeria,674,Protein supply quantity (g/capita/day),F2766,Cephalopods,2010,2010,g/pc/d,0.01,E,Estimated value
FBS,Food Balances (2010-),12,Algeria,674,Protein supply quantity (g/capita/day),F2766,Cephalopods,2015,2015,g/pc/d,0.02,E,Estimated value
FBS,Food Balances (2010-),12,Algeria,674,Protein supply quantity (g/capita/day),F2767,"Molluscs, Other",2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),12,Algeria,674,Protein supply quantity (g/capita/day),F2767,"Molluscs, Other",2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),12,Algeria,674,Protein supply quantity (g/capita/day),F2769,"Aquatic Animals, Others",2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),12,Algeria,674,Protein supply quantity (g/capita/day),F2769,"Aquatic Animals, Others",2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2731,Bovine Meat,2010,2010,g/pc/d,2.4,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2731,Bovine Meat,2015,2015,g/pc/d,2.27,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2732,Mutton & Goat Meat,2010,2010,g/pc/d,0.38,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2732,Mutton & Goat Meat,2015,2015,g/pc/d,0.35,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2733,Pigmeat,2010,2010,g/pc/d,1.58,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2733,Pigmeat,2015,2015,g/pc/d,2.43,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2734,Poultry Meat,2010,2010,g/pc/d,3.71,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2734,Poultry Meat,2015,2015,g/pc/d,3.33,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2735,"Meat, Other",2010,2010,g/pc/d,0.19,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2735,"Meat, Other",2015,2015,g/pc/d,0.18,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2736,"Offals, Edible",2010,2010,g/pc/d,0.4,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2736,"Offals, Edible",2015,2015,g/pc/d,1,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2740,"Butter, Ghee",2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2740,"Butter, Ghee",2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2743,Cream,2015,2015,g/pc/d,0.02,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2737,"Fats, Animals, Raw",2010,2010,g/pc/d,0.02,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2737,"Fats, Animals, Raw",2015,2015,g/pc/d,0.01,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2781,"Fish, Body Oil",2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2781,"Fish, Body Oil",2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2744,Eggs,2010,2010,g/pc/d,0.41,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2744,Eggs,2015,2015,g/pc/d,0.12,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2848,Milk - Excluding Butter,2010,2010,g/pc/d,0.71,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2848,Milk - Excluding Butter,2015,2015,g/pc/d,1.35,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2761,Freshwater Fish,2010,2010,g/pc/d,0.18,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2761,Freshwater Fish,2015,2015,g/pc/d,0.43,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2762,Demersal Fish,2010,2010,g/pc/d,1.21,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2762,Demersal Fish,2015,2015,g/pc/d,0.76,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2763,Pelagic Fish,2010,2010,g/pc/d,2.19,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2763,Pelagic Fish,2015,2015,g/pc/d,5.03,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2764,"Marine Fish, Other",2010,2010,g/pc/d,0.58,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2764,"Marine Fish, Other",2015,2015,g/pc/d,0.54,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2765,Crustaceans,2010,2010,g/pc/d,0.03,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2765,Crustaceans,2015,2015,g/pc/d,0.04,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2766,Cephalopods,2010,2010,g/pc/d,0.03,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2766,Cephalopods,2015,2015,g/pc/d,0.02,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2767,"Molluscs, Other",2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2767,"Molluscs, Other",2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2769,"Aquatic Animals, Others",2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),24,Angola,674,Protein supply quantity (g/capita/day),F2769,"Aquatic Animals, Others",2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2731,Bovine Meat,2010,2010,g/pc/d,3.24,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2731,Bovine Meat,2015,2015,g/pc/d,3.93,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2732,Mutton & Goat Meat,2010,2010,g/pc/d,0.65,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2732,Mutton & Goat Meat,2015,2015,g/pc/d,0.52,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2733,Pigmeat,2010,2010,g/pc/d,2.77,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2733,Pigmeat,2015,2015,g/pc/d,3.12,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2734,Poultry Meat,2010,2010,g/pc/d,21.05,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2734,Poultry Meat,2015,2015,g/pc/d,18.36,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2735,"Meat, Other",2010,2010,g/pc/d,1.87,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2735,"Meat, Other",2015,2015,g/pc/d,0.44,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2736,"Offals, Edible",2010,2010,g/pc/d,0.28,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2736,"Offals, Edible",2015,2015,g/pc/d,1.22,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2740,"Butter, Ghee",2010,2010,g/pc/d,0.03,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2740,"Butter, Ghee",2015,2015,g/pc/d,0.03,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2743,Cream,2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2743,Cream,2015,2015,g/pc/d,0.17,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2737,"Fats, Animals, Raw",2010,2010,g/pc/d,0.09,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2737,"Fats, Animals, Raw",2015,2015,g/pc/d,0.09,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2781,"Fish, Body Oil",2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2781,"Fish, Body Oil",2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2782,"Fish, Liver Oil",2010,2010,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2782,"Fish, Liver Oil",2015,2015,g/pc/d,0,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2744,Eggs,2010,2010,g/pc/d,1.18,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2744,Eggs,2015,2015,g/pc/d,1.02,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2848,Milk - Excluding Butter,2010,2010,g/pc/d,8.5,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2848,Milk - Excluding Butter,2015,2015,g/pc/d,8.1,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2761,Freshwater Fish,2010,2010,g/pc/d,0.24,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2761,Freshwater Fish,2015,2015,g/pc/d,0.32,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2762,Demersal Fish,2010,2010,g/pc/d,2.04,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2762,Demersal Fish,2015,2015,g/pc/d,1.86,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2763,Pelagic Fish,2010,2010,g/pc/d,2.78,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2763,Pelagic Fish,2015,2015,g/pc/d,3.09,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2764,"Marine Fish, Other",2010,2010,g/pc/d,5.89,E,Estimated value
FBS,Food Balances (2010-),28,Antigua and Barbuda,674,Protein supply quantity (g/capita/day),F2764,"Marine Fish, Other",2015,2015,g/pc/d,6.8,E,Estimated value
