Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","191","Croatia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2487","E","Estimated value",""
"FS","Suite of Food Security Indicators","192","Cuba","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2417","E","Estimated value",""
"FS","Suite of Food Security Indicators","192","Cuba","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2434","E","Estimated value",""
"FS","Suite of Food Security Indicators","192","Cuba","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2444","E","Estimated value",""
"FS","Suite of Food Security Indicators","192","Cuba","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2442","E","Estimated value",""
"FS","Suite of Food Security Indicators","192","Cuba","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2443","E","Estimated value",""
"FS","Suite of Food Security Indicators","196","Cyprus","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2494","E","Estimated value",""
"FS","Suite of Food Security Indicators","196","Cyprus","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2527","E","Estimated value",""
"FS","Suite of Food Security Indicators","196","Cyprus","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2536","E","Estimated value",""
"FS","Suite of Food Security Indicators","196","Cyprus","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2536","E","Estimated value",""
"FS","Suite of Food Security Indicators","196","Cyprus","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2531","E","Estimated value",""
"FS","Suite of Food Security Indicators","203","Czechia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2567","E","Estimated value",""
"FS","Suite of Food Security Indicators","203","Czechia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2572","E","Estimated value",""
"FS","Suite of Food Security Indicators","203","Czechia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2552","E","Estimated value",""
"FS","Suite of Food Security Indicators","203","Czechia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2535","E","Estimated value",""
"FS","Suite of Food Security Indicators","203","Czechia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2526","E","Estimated value",""
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2351","E","Estimated value",""
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2362","E","Estimated value",""
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2386","E","Estimated value",""
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2404","E","Estimated value",""
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2401","E","Estimated value",""
"FS","Suite of Food Security Indicators","180","Democratic Republic of the Congo","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2113","E","Estimated value",""
"FS","Suite of Food Security Indicators","180","Democratic Republic of the Congo","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2109","E","Estimated value",""
"FS","Suite of Food Security Indicators","180","Democratic Republic of the Congo","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2104","E","Estimated value",""
"FS","Suite of Food Security Indicators","180","Democratic Republic of the Congo","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2106","E","Estimated value",""
"FS","Suite of Food Security Indicators","180","Democratic Republic of the Congo","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2120","E","Estimated value",""
"FS","Suite of Food Security Indicators","208","Denmark","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2538","E","Estimated value",""
"FS","Suite of Food Security Indicators","208","Denmark","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2535","E","Estimated value",""
"FS","Suite of Food Security Indicators","208","Denmark","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2536","E","Estimated value",""
"FS","Suite of Food Security Indicators","208","Denmark","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2548","E","Estimated value",""
"FS","Suite of Food Security Indicators","208","Denmark","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2547","E","Estimated value",""
"FS","Suite of Food Security Indicators","262","Djibouti","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2277","E","Estimated value",""
"FS","Suite of Food Security Indicators","262","Djibouti","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2312","E","Estimated value",""
"FS","Suite of Food Security Indicators","262","Djibouti","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2390","E","Estimated value",""
"FS","Suite of Food Security Indicators","262","Djibouti","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2405","E","Estimated value",""
"FS","Suite of Food Security Indicators","262","Djibouti","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2418","E","Estimated value",""
"FS","Suite of Food Security Indicators","212","Dominica","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","1874","E","Estimated value",""
"FS","Suite of Food Security Indicators","212","Dominica","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","1885","E","Estimated value",""
"FS","Suite of Food Security Indicators","212","Dominica","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","1885","E","Estimated value",""
"FS","Suite of Food Security Indicators","212","Dominica","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","1894","E","Estimated value",""
"FS","Suite of Food Security Indicators","212","Dominica","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","1888","E","Estimated value",""
"FS","Suite of Food Security Indicators","214","Dominican Republic","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2296","E","Estimated value",""
"FS","Suite of Food Security Indicators","214","Dominican Republic","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2333","E","Estimated value",""
"FS","Suite of Food Security Indicators","214","Dominican Republic","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2366","E","Estimated value",""
"FS","Suite of Food Security Indicators","214","Dominican Republic","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2383","E","Estimated value",""
"FS","Suite of Food Security Indicators","214","Dominican Republic","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2390","E","Estimated value",""
"FS","Suite of Food Security Indicators","218","Ecuador","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2206","E","Estimated value",""
"FS","Suite of Food Security Indicators","218","Ecuador","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2235","E","Estimated value",""
"FS","Suite of Food Security Indicators","218","Ecuador","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2266","E","Estimated value",""
"FS","Suite of Food Security Indicators","218","Ecuador","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2285","E","Estimated value",""
"FS","Suite of Food Security Indicators","218","Ecuador","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2295","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2294","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2325","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2341","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2320","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2317","E","Estimated value",""
"FS","Suite of Food Security Indicators","222","El Salvador","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2186","E","Estimated value",""
"FS","Suite of Food Security Indicators","222","El Salvador","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2217","E","Estimated value",""
"FS","Suite of Food Security Indicators","222","El Salvador","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2250","E","Estimated value",""
"FS","Suite of Food Security Indicators","222","El Salvador","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2273","E","Estimated value",""
"FS","Suite of Food Security Indicators","222","El Salvador","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2283","E","Estimated value",""
"FS","Suite of Food Security Indicators","226","Equatorial Guinea","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2235","E","Estimated value",""
"FS","Suite of Food Security Indicators","226","Equatorial Guinea","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2253","E","Estimated value",""
"FS","Suite of Food Security Indicators","226","Equatorial Guinea","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2278","E","Estimated value",""
"FS","Suite of Food Security Indicators","226","Equatorial Guinea","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2300","E","Estimated value",""
"FS","Suite of Food Security Indicators","226","Equatorial Guinea","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2320","E","Estimated value",""
"FS","Suite of Food Security Indicators","232","Eritrea","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2156","E","Estimated value",""
"FS","Suite of Food Security Indicators","232","Eritrea","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2227","E","Estimated value",""
"FS","Suite of Food Security Indicators","232","Eritrea","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2184","E","Estimated value",""
"FS","Suite of Food Security Indicators","232","Eritrea","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2185","E","Estimated value",""
"FS","Suite of Food Security Indicators","232","Eritrea","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2220","E","Estimated value",""
"FS","Suite of Food Security Indicators","233","Estonia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2567","E","Estimated value",""
"FS","Suite of Food Security Indicators","233","Estonia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2575","E","Estimated value",""
"FS","Suite of Food Security Indicators","233","Estonia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2553","E","Estimated value",""
"FS","Suite of Food Security Indicators","233","Estonia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2540","E","Estimated value",""
"FS","Suite of Food Security Indicators","233","Estonia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2538","E","Estimated value",""
"FS","Suite of Food Security Indicators","748","Eswatini","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2221","E","Estimated value",""
"FS","Suite of Food Security Indicators","748","Eswatini","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2237","E","Estimated value",""
"FS","Suite of Food Security Indicators","748","Eswatini","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2237","E","Estimated value",""
"FS","Suite of Food Security Indicators","748","Eswatini","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2261","E","Estimated value",""
"FS","Suite of Food Security Indicators","748","Eswatini","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2292","E","Estimated value",""
"FS","Suite of Food Security Indicators","231","Ethiopia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2100","E","Estimated value",""
"FS","Suite of Food Security Indicators","231","Ethiopia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2119","E","Estimated value",""
"FS","Suite of Food Security Indicators","231","Ethiopia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2151","E","Estimated value",""
"FS","Suite of Food Security Indicators","231","Ethiopia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2198","E","Estimated value",""
"FS","Suite of Food Security Indicators","231","Ethiopia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2225","E","Estimated value",""
"FS","Suite of Food Security Indicators","242","Fiji","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2313","E","Estimated value",""
"FS","Suite of Food Security Indicators","242","Fiji","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2361","E","Estimated value",""
"FS","Suite of Food Security Indicators","242","Fiji","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2374","E","Estimated value",""
"FS","Suite of Food Security Indicators","242","Fiji","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2356","E","Estimated value",""
"FS","Suite of Food Security Indicators","242","Fiji","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2368","E","Estimated value",""
"FS","Suite of Food Security Indicators","246","Finland","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2555","E","Estimated value",""
"FS","Suite of Food Security Indicators","246","Finland","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2562","E","Estimated value",""
"FS","Suite of Food Security Indicators","246","Finland","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2553","E","Estimated value",""
"FS","Suite of Food Security Indicators","246","Finland","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2545","E","Estimated value",""
"FS","Suite of Food Security Indicators","246","Finland","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2551","E","Estimated value",""
"FS","Suite of Food Security Indicators","250","France","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2503","E","Estimated value",""
"FS","Suite of Food Security Indicators","250","France","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2502","E","Estimated value",""
"FS","Suite of Food Security Indicators","250","France","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2493","E","Estimated value",""
"FS","Suite of Food Security Indicators","250","France","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2489","E","Estimated value",""
"FS","Suite of Food Security Indicators","250","France","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2493","E","Estimated value",""
"FS","Suite of Food Security Indicators","258","French Polynesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2365","E","Estimated value",""
"FS","Suite of Food Security Indicators","258","French Polynesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2399","E","Estimated value",""
"FS","Suite of Food Security Indicators","258","French Polynesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2423","E","Estimated value",""
"FS","Suite of Food Security Indicators","258","French Polynesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2433","E","Estimated value",""
"FS","Suite of Food Security Indicators","258","French Polynesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2439","E","Estimated value",""
"FS","Suite of Food Security Indicators","266","Gabon","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2225","E","Estimated value",""
"FS","Suite of Food Security Indicators","266","Gabon","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2253","E","Estimated value",""
"FS","Suite of Food Security Indicators","266","Gabon","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2274","E","Estimated value",""
"FS","Suite of Food Security Indicators","266","Gabon","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2282","E","Estimated value",""
"FS","Suite of Food Security Indicators","266","Gabon","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2272","E","Estimated value",""
"FS","Suite of Food Security Indicators","270","Gambia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2182","E","Estimated value",""
"FS","Suite of Food Security Indicators","270","Gambia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2201","E","Estimated value",""
"FS","Suite of Food Security Indicators","270","Gambia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2213","E","Estimated value",""
"FS","Suite of Food Security Indicators","270","Gambia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2219","E","Estimated value",""
"FS","Suite of Food Security Indicators","270","Gambia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2230","E","Estimated value",""
"FS","Suite of Food Security Indicators","268","Georgia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2479","E","Estimated value",""
"FS","Suite of Food Security Indicators","268","Georgia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2498","E","Estimated value",""
"FS","Suite of Food Security Indicators","268","Georgia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2493","E","Estimated value",""
"FS","Suite of Food Security Indicators","268","Georgia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2467","E","Estimated value",""
"FS","Suite of Food Security Indicators","268","Georgia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2453","E","Estimated value",""
"FS","Suite of Food Security Indicators","276","Germany","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2541","E","Estimated value",""
"FS","Suite of Food Security Indicators","276","Germany","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2549","E","Estimated value",""
"FS","Suite of Food Security Indicators","276","Germany","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2554","E","Estimated value",""
"FS","Suite of Food Security Indicators","276","Germany","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2551","E","Estimated value",""
"FS","Suite of Food Security Indicators","276","Germany","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2535","E","Estimated value",""
"FS","Suite of Food Security Indicators","288","Ghana","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2205","E","Estimated value",""
"FS","Suite of Food Security Indicators","288","Ghana","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2233","E","Estimated value",""
"FS","Suite of Food Security Indicators","288","Ghana","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2263","E","Estimated value",""
"FS","Suite of Food Security Indicators","288","Ghana","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2281","E","Estimated value",""
"FS","Suite of Food Security Indicators","288","Ghana","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2295","E","Estimated value",""
"FS","Suite of Food Security Indicators","300","Greece","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2541","E","Estimated value",""
"FS","Suite of Food Security Indicators","300","Greece","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2537","E","Estimated value",""
"FS","Suite of Food Security Indicators","300","Greece","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2520","E","Estimated value",""
"FS","Suite of Food Security Indicators","300","Greece","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2521","E","Estimated value",""
"FS","Suite of Food Security Indicators","300","Greece","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2526","E","Estimated value",""
"FS","Suite of Food Security Indicators","304","Greenland","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","304","Greenland","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","304","Greenland","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","304","Greenland","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","304","Greenland","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","308","Grenada","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2355","E","Estimated value",""
"FS","Suite of Food Security Indicators","308","Grenada","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2412","E","Estimated value",""
"FS","Suite of Food Security Indicators","308","Grenada","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2451","E","Estimated value",""
"FS","Suite of Food Security Indicators","308","Grenada","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2447","E","Estimated value",""
"FS","Suite of Food Security Indicators","308","Grenada","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2439","E","Estimated value",""
"FS","Suite of Food Security Indicators","320","Guatemala","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2062","E","Estimated value",""
"FS","Suite of Food Security Indicators","320","Guatemala","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2084","E","Estimated value",""
"FS","Suite of Food Security Indicators","320","Guatemala","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2125","E","Estimated value",""
"FS","Suite of Food Security Indicators","320","Guatemala","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2160","E","Estimated value",""
"FS","Suite of Food Security Indicators","320","Guatemala","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2185","E","Estimated value",""
"FS","Suite of Food Security Indicators","324","Guinea","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2130","E","Estimated value",""
"FS","Suite of Food Security Indicators","324","Guinea","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2133","E","Estimated value",""
"FS","Suite of Food Security Indicators","324","Guinea","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2153","E","Estimated value",""
"FS","Suite of Food Security Indicators","324","Guinea","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2174","E","Estimated value",""
"FS","Suite of Food Security Indicators","324","Guinea","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2195","E","Estimated value",""
"FS","Suite of Food Security Indicators","624","Guinea-Bissau","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","624","Guinea-Bissau","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","624","Guinea-Bissau","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","624","Guinea-Bissau","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","624","Guinea-Bissau","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","328","Guyana","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2248","E","Estimated value",""
"FS","Suite of Food Security Indicators","328","Guyana","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2268","E","Estimated value",""
"FS","Suite of Food Security Indicators","328","Guyana","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/capita/day","2313","E","Estimated value",""
"FS","Suite of Food Security Indicators","328","Guyana","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/capita/day","2329","E","Estimated value",""
"FS","Suite of Food Security Indicators","328","Guyana","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/capita/day","2333","E","Estimated value",""
"FS","Suite of Food Security Indicators","332","Haiti","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/capita/day","2234","E","Estimated value",""
"FS","Suite of Food Security Indicators","332","Haiti","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/capita/day","2263","E","Estimated value",""
